Date,Portfolio_Return,Monte_Carlo_VaR,Monte_Carlo_VaR_Dollar,Realized_Loss,Exception,Rolling_Exception_Rate,Rolling_Exception_Count,Exception_Severity
2021-12-10,0.004578095374577851,0.01418896000956129,14188.96000956129,-0.004578095374577851,False,0.008,2.0,0.0
2021-12-13,-0.004372707771393802,0.014143795014295343,14143.795014295343,0.004372707771393802,False,0.008,2.0,0.0
2021-12-14,-0.006243737554756046,0.014580261402863226,14580.261402863225,0.006243737554756046,False,0.008,2.0,0.0
2021-12-15,0.006041023779900412,0.01409165243724741,14091.65243724741,-0.006041023779900412,False,0.008,2.0,0.0
2021-12-16,-0.004161304641995534,0.014316905561043175,14316.905561043175,0.004161304641995534,False,0.008,2.0,0.0
2021-12-17,-0.002279892702647124,0.014614785430788604,14614.785430788605,0.002279892702647124,False,0.008,2.0,0.0
2021-12-20,-0.009401498111877094,0.014173430764124284,14173.430764124283,0.009401498111877094,False,0.008,2.0,0.0
2021-12-21,0.010555302556129931,0.014423361657140222,14423.361657140222,-0.010555302556129931,False,0.008,2.0,0.0
2021-12-22,0.008194520876850043,0.014273579827031032,14273.579827031032,-0.008194520876850043,False,0.008,2.0,0.0
2021-12-23,0.002499153031865342,0.014637176696852171,14637.176696852172,-0.002499153031865342,False,0.008,2.0,0.0
2021-12-27,0.007997038259545165,0.014275091356631759,14275.09135663176,-0.007997038259545165,False,0.008,2.0,0.0
2021-12-28,-0.003398794006014838,0.014528884329419295,14528.884329419294,0.003398794006014838,False,0.008,2.0,0.0
2021-12-29,-0.002920211433138409,0.014370184813122579,14370.18481312258,0.002920211433138409,False,0.008,2.0,0.0
2021-12-30,0.004253263776208782,0.015049621666527022,15049.621666527022,-0.004253263776208782,False,0.008,2.0,0.0
2021-12-31,-0.0009723853200912959,0.014464493740948747,14464.493740948747,0.0009723853200912959,False,0.008,2.0,0.0
2022-01-03,-0.003810351814762214,0.014659247677976788,14659.247677976788,0.003810351814762214,False,0.008,2.0,0.0
2022-01-04,-0.002710454526899131,0.014289316026172045,14289.316026172046,0.002710454526899131,False,0.008,2.0,0.0
2022-01-05,-0.014935001902750544,0.015278146082262488,15278.146082262489,0.014935001902750544,False,0.008,2.0,0.0
2022-01-06,-0.0013471452609751468,0.01549756240724074,15497.56240724074,0.0013471452609751468,False,0.008,2.0,0.0
2022-01-07,-0.0016684155519550272,0.01462405132104502,14624.051321045019,0.0016684155519550272,False,0.008,2.0,0.0
2022-01-10,0.0009828084365664847,0.015167526867253723,15167.526867253722,-0.0009828084365664847,False,0.008,2.0,0.0
2022-01-11,0.013193992560799783,0.014904112319827094,14904.112319827094,-0.013193992560799783,False,0.008,2.0,0.0
2022-01-12,0.004414716906378758,0.014881130320447588,14881.130320447588,-0.004414716906378758,False,0.008,2.0,0.0
2022-01-13,-0.009494096362971938,0.014424262150482543,14424.262150482544,0.009494096362971938,False,0.008,2.0,0.0
2022-01-14,-0.002351289169142379,0.015170374583958335,15170.374583958335,0.002351289169142379,False,0.008,2.0,0.0
2022-01-18,-0.01521787652207438,0.014035496048133592,14035.496048133593,0.01521787652207438,True,0.012,3.0,0.001182380473940788
2022-01-19,0.001140589793711588,0.014247298392009625,14247.298392009625,-0.001140589793711588,False,0.012,3.0,0.0
2022-01-20,-0.0029042725694160775,0.014769659381122853,14769.659381122852,0.0029042725694160775,False,0.012,3.0,0.0
2022-01-21,-0.010639159007998967,0.014758545263737368,14758.54526373737,0.010639159007998967,False,0.012,3.0,0.0
2022-01-24,-0.0015956772690565836,0.015105339100525347,15105.339100525347,0.0015956772690565836,False,0.012,3.0,0.0
2022-01-25,-0.007134139673948492,0.015212705963001207,15212.705963001206,0.007134139673948492,False,0.012,3.0,0.0
2022-01-26,-0.008996878226794715,0.015112263156229183,15112.263156229183,0.008996878226794715,False,0.012,3.0,0.0
2022-01-27,-0.004219164585266544,0.014388773330589931,14388.773330589931,0.004219164585266544,False,0.012,3.0,0.0
2022-01-28,0.011691544273565958,0.014753494213215016,14753.494213215015,-0.011691544273565958,False,0.012,3.0,0.0
2022-01-31,0.016704035971448032,0.014063502516633426,14063.502516633425,-0.016704035971448032,False,0.012,3.0,0.0
2022-02-01,0.0034432920108050658,0.014498458587931258,14498.458587931258,-0.0034432920108050658,False,0.012,3.0,0.0
2022-02-02,0.004644828856522221,0.01477541034157648,14775.41034157648,-0.004644828856522221,False,0.012,3.0,0.0
2022-02-03,-0.016775033226556137,0.014556284798810524,14556.284798810524,0.016775033226556137,True,0.016,4.0,0.002218748427745613
2022-02-04,0.0013178140964130948,0.014818324421813633,14818.324421813633,-0.0013178140964130948,False,0.016,4.0,0.0
2022-02-07,-0.0010516407824044506,0.014760243972022106,14760.243972022106,0.0010516407824044506,False,0.016,4.0,0.0
2022-02-08,0.00510242372069818,0.015181859794409072,15181.859794409072,-0.00510242372069818,False,0.016,4.0,0.0
2022-02-09,0.01136249888742107,0.015057454778085401,15057.4547780854,-0.01136249888742107,False,0.016,4.0,0.0
2022-02-10,-0.01338271940694793,0.01509073409150425,15090.73409150425,0.01338271940694793,False,0.016,4.0,0.0
2022-02-11,-0.006543670738432517,0.015592141558883579,15592.141558883579,0.006543670738432517,False,0.016,4.0,0.0
2022-02-14,-0.003219803950698852,0.015090601867527031,15090.601867527032,0.003219803950698852,False,0.016,4.0,0.0
2022-02-15,0.008368195397019076,0.015366489728973623,15366.489728973624,-0.008368195397019076,False,0.016,4.0,0.0
2022-02-16,0.004872476055345132,0.015270227771748074,15270.227771748074,-0.004872476055345132,False,0.016,4.0,0.0
2022-02-17,-0.008329630611200334,0.014918044185246284,14918.044185246285,0.008329630611200334,False,0.016,4.0,0.0
2022-02-18,-0.003608764847514201,0.015075012579503253,15075.012579503253,0.003608764847514201,False,0.016,4.0,0.0
2022-02-22,-0.006048821399978998,0.015644479818206044,15644.479818206044,0.006048821399978998,False,0.016,4.0,0.0
2022-02-23,-0.012857593674186997,0.014858265571229169,14858.265571229169,0.012857593674186997,False,0.016,4.0,0.0
2022-02-24,0.004443405350110874,0.01502861816771847,15028.61816771847,-0.004443405350110874,False,0.016,4.0,0.0
2022-02-25,0.010694020217677536,0.0151373254766386,15137.3254766386,-0.010694020217677536,False,0.016,4.0,0.0
2022-02-28,0.003921974146151497,0.01461083989773193,14610.839897731928,-0.003921974146151497,False,0.016,4.0,0.0
2022-03-01,-0.0028166761851803556,0.01499412236311128,14994.122363111279,0.0028166761851803556,False,0.016,4.0,0.0
2022-03-02,-0.0015356149253534345,0.014732306909009512,14732.306909009512,0.0015356149253534345,False,0.016,4.0,0.0
2022-03-03,-0.0034393614959854044,0.014887264369795193,14887.264369795193,0.0034393614959854044,False,0.016,4.0,0.0
